,time,people_count
0,2023-06-01 00:20:00,3
1,2023-06-01 00:30:00,1
2,2023-06-01 00:40:00,6
3,2023-06-01 00:50:00,10
4,2023-06-01 01:00:00,4
5,2023-06-01 01:10:00,3
6,2023-06-01 01:20:00,5
7,2023-06-01 01:30:00,3
8,2023-06-01 01:40:00,1
9,2023-06-01 01:50:00,4
10,2023-06-01 02:00:00,2
11,2023-06-01 02:10:00,3
12,2023-06-01 02:20:00,10
13,2023-06-01 02:30:00,2
14,2023-06-01 02:40:00,2
15,2023-06-01 02:50:00,4
16,2023-06-01 03:00:00,13
17,2023-06-01 03:10:00,6
18,2023-06-01 03:20:00,6
19,2023-06-01 03:30:00,4
20,2023-06-01 03:40:00,4
21,2023-06-01 03:50:00,4
22,2023-06-01 04:00:00,8
23,2023-06-01 04:10:00,2
24,2023-06-01 04:20:00,6
25,2023-06-01 04:30:00,6
26,2023-06-01 04:40:00,7
27,2023-06-01 04:50:00,10
28,2023-06-01 05:00:00,3
29,2023-06-01 06:00:00,2
30,2023-06-01 06:10:00,4
31,2023-06-01 06:20:00,15
32,2023-06-01 06:30:00,11
33,2023-06-01 06:40:00,20
34,2023-06-01 06:50:00,14
35,2023-06-01 07:00:00,4
36,2023-06-01 07:10:00,4
37,2023-06-01 07:20:00,20
38,2023-06-01 07:30:00,47
39,2023-06-01 07:40:00,29
40,2023-06-01 07:50:00,12
41,2023-06-01 08:00:00,24
42,2023-06-01 08:10:00,4
43,2023-06-01 08:20:00,3
44,2023-06-01 08:40:00,12
45,2023-06-01 08:50:00,7
46,2023-06-01 09:00:00,19
47,2023-06-01 09:10:00,21
48,2023-06-01 09:20:00,55
49,2023-06-01 09:30:00,19
50,2023-06-01 09:40:00,31
51,2023-06-01 09:50:00,42
52,2023-06-01 10:00:00,39
53,2023-06-01 10:10:00,41
54,2023-06-01 10:20:00,33
55,2023-06-01 10:30:00,48
56,2023-06-01 10:40:00,38
57,2023-06-01 10:50:00,45
58,2023-06-01 11:00:00,84
59,2023-06-01 11:10:00,61
60,2023-06-01 11:20:00,36
61,2023-06-01 11:30:00,22
62,2023-06-01 11:40:00,33
63,2023-06-01 11:50:00,31
64,2023-06-01 12:00:00,27
65,2023-06-01 12:10:00,46
66,2023-06-01 12:20:00,77
67,2023-06-01 12:30:00,63
68,2023-06-01 12:40:00,75
69,2023-06-01 12:50:00,57
70,2023-06-01 13:00:00,99
71,2023-06-01 13:10:00,57
72,2023-06-01 13:20:00,19
73,2023-06-01 13:30:00,35
74,2023-06-01 13:40:00,57
75,2023-06-01 13:50:00,41
76,2023-06-01 14:00:00,42
77,2023-06-01 14:10:00,32
78,2023-06-01 14:20:00,45
79,2023-06-01 14:30:00,45
80,2023-06-01 14:40:00,52
81,2023-06-01 14:50:00,54
82,2023-06-01 15:00:00,54
83,2023-06-01 15:10:00,35
84,2023-06-01 15:20:00,32
85,2023-06-01 15:30:00,44
86,2023-06-01 15:40:00,58
87,2023-06-01 15:50:00,34
88,2023-06-01 16:00:00,40
89,2023-06-01 16:10:00,43
90,2023-06-01 16:20:00,41
91,2023-06-01 16:30:00,16
92,2023-06-01 16:40:00,14
93,2023-06-01 16:50:00,52
94,2023-06-01 17:00:00,35
95,2023-06-01 17:10:00,39
96,2023-06-01 17:20:00,4
97,2023-06-01 17:30:00,4
98,2023-06-01 17:40:00,12
99,2023-06-01 17:50:00,22
100,2023-06-01 18:00:00,1
101,2023-06-01 18:10:00,4
102,2023-06-01 18:20:00,33
103,2023-06-01 18:30:00,12
104,2023-06-01 18:50:00,31
105,2023-06-01 19:00:00,27
106,2023-06-01 19:10:00,33
107,2023-06-01 19:20:00,2
108,2023-06-01 19:30:00,33
109,2023-06-01 19:40:00,28
110,2023-06-01 19:50:00,19
111,2023-06-01 20:00:00,27
112,2023-06-01 20:10:00,11
113,2023-06-01 20:30:00,45
114,2023-06-01 20:40:00,47
115,2023-06-01 20:50:00,13
116,2023-06-01 21:00:00,11
117,2023-06-01 21:10:00,22
118,2023-06-01 21:20:00,21
119,2023-06-01 21:30:00,11
120,2023-06-01 21:40:00,25
121,2023-06-01 21:50:00,15
122,2023-06-01 22:00:00,3
123,2023-06-01 22:20:00,6
124,2023-06-01 22:30:00,13
125,2023-06-01 22:40:00,11
126,2023-06-01 22:50:00,8
127,2023-06-01 23:00:00,5
128,2023-06-01 23:10:00,2
129,2023-06-01 23:40:00,4
130,2023-06-02 00:00:00,5
131,2023-06-02 00:10:00,8
132,2023-06-02 00:30:00,1
133,2023-06-02 00:40:00,1
134,2023-06-02 00:50:00,4
135,2023-06-02 01:00:00,2
136,2023-06-02 01:10:00,1
137,2023-06-02 01:20:00,1
138,2023-06-02 01:30:00,3
139,2023-06-02 01:40:00,2
140,2023-06-02 01:50:00,3
141,2023-06-02 02:00:00,3
142,2023-06-02 02:10:00,4
143,2023-06-02 02:20:00,1
144,2023-06-02 02:30:00,1
145,2023-06-02 02:40:00,4
146,2023-06-02 02:50:00,2
147,2023-06-02 03:00:00,2
148,2023-06-02 03:10:00,2
149,2023-06-02 03:20:00,1
150,2023-06-02 03:30:00,2
151,2023-06-02 03:40:00,6
152,2023-06-02 03:50:00,1
153,2023-06-02 04:00:00,4
154,2023-06-02 04:10:00,2
155,2023-06-02 04:20:00,4
156,2023-06-02 04:30:00,4
157,2023-06-02 04:40:00,4
158,2023-06-02 04:50:00,4
159,2023-06-02 06:00:00,5
160,2023-06-02 06:10:00,15
161,2023-06-02 06:20:00,8
162,2023-06-02 06:30:00,5
163,2023-06-02 06:40:00,4
164,2023-06-02 07:00:00,5
165,2023-06-02 07:10:00,2
166,2023-06-02 07:20:00,17
167,2023-06-02 07:30:00,21
168,2023-06-02 07:40:00,21
169,2023-06-02 07:50:00,7
170,2023-06-02 08:00:00,11
171,2023-06-02 08:10:00,13
172,2023-06-02 08:20:00,9
173,2023-06-02 08:40:00,13
174,2023-06-02 08:50:00,16
175,2023-06-02 09:00:00,20
176,2023-06-02 09:10:00,29
177,2023-06-02 09:20:00,8
178,2023-06-02 09:40:00,24
179,2023-06-02 09:50:00,65
180,2023-06-02 10:00:00,82
181,2023-06-02 10:10:00,32
182,2023-06-02 10:20:00,31
183,2023-06-02 10:30:00,32
184,2023-06-02 10:40:00,13
185,2023-06-02 10:50:00,36
186,2023-06-02 11:00:00,40
187,2023-06-02 11:10:00,58
188,2023-06-02 11:20:00,85
189,2023-06-02 11:30:00,67
190,2023-06-02 11:40:00,17
191,2023-06-02 11:50:00,11
192,2023-06-02 12:00:00,64
193,2023-06-02 12:10:00,73
194,2023-06-02 12:20:00,17
195,2023-06-02 12:30:00,23
196,2023-06-02 12:50:00,43
197,2023-06-02 13:00:00,36
198,2023-06-02 13:10:00,66
199,2023-06-02 13:20:00,51
200,2023-06-02 13:30:00,51
201,2023-06-02 13:40:00,37
202,2023-06-02 13:50:00,41
203,2023-06-02 14:00:00,10
204,2023-06-02 14:10:00,57
205,2023-06-02 14:20:00,43
206,2023-06-02 14:30:00,50
207,2023-06-02 14:40:00,9
208,2023-06-02 14:50:00,47
209,2023-06-02 15:00:00,42
210,2023-06-02 15:10:00,16
211,2023-06-02 15:20:00,29
212,2023-06-02 15:30:00,25
213,2023-06-02 15:40:00,12
214,2023-06-02 15:50:00,29
215,2023-06-02 16:00:00,49
216,2023-06-02 16:10:00,48
217,2023-06-02 16:20:00,40
218,2023-06-02 16:30:00,47
219,2023-06-02 16:40:00,19
220,2023-06-02 16:50:00,17
221,2023-06-02 17:00:00,24
222,2023-06-02 17:10:00,43
223,2023-06-02 17:20:00,56
224,2023-06-02 17:30:00,51
225,2023-06-02 17:40:00,51
226,2023-06-02 17:50:00,36
227,2023-06-02 18:00:00,30
228,2023-06-02 18:10:00,5
229,2023-06-02 18:20:00,39
230,2023-06-02 18:30:00,54
231,2023-06-02 18:40:00,58
232,2023-06-02 18:50:00,41
233,2023-06-02 19:00:00,91
234,2023-06-02 19:20:00,11
235,2023-06-02 19:30:00,115
236,2023-06-02 19:40:00,78
237,2023-06-02 19:50:00,134
238,2023-06-02 20:00:00,176
239,2023-06-02 20:10:00,4
240,2023-06-02 20:20:00,16
241,2023-06-02 20:30:00,139
242,2023-06-02 20:40:00,146
243,2023-06-02 20:50:00,109
244,2023-06-02 21:00:00,155
245,2023-06-02 21:10:00,74
246,2023-06-02 21:30:00,217
247,2023-06-02 21:40:00,97
248,2023-06-02 21:50:00,97
249,2023-06-02 22:00:00,4
250,2023-06-02 22:10:00,115
251,2023-06-02 22:20:00,180
252,2023-06-02 22:30:00,85
253,2023-06-02 22:40:00,47
254,2023-06-02 23:00:00,82
255,2023-06-02 23:10:00,153
256,2023-06-02 23:20:00,98
257,2023-06-02 23:30:00,86
258,2023-06-02 23:40:00,61
259,2023-06-02 23:50:00,11
260,2023-06-03 00:00:00,6
261,2023-06-03 00:10:00,6
262,2023-06-03 00:30:00,7
263,2023-06-03 00:40:00,1
264,2023-06-03 01:00:00,3
265,2023-06-03 01:30:00,4
266,2023-06-03 01:40:00,13
267,2023-06-03 01:50:00,1
268,2023-06-03 02:00:00,2
269,2023-06-03 02:40:00,1
270,2023-06-03 03:00:00,1
271,2023-06-03 03:40:00,1
272,2023-06-03 06:00:00,3
273,2023-06-03 06:10:00,1
274,2023-06-03 06:30:00,3
275,2023-06-03 07:10:00,1
276,2023-06-03 07:30:00,11
277,2023-06-03 07:50:00,6
278,2023-06-03 08:10:00,6
279,2023-06-03 08:30:00,16
280,2023-06-03 08:50:00,3
281,2023-06-03 09:10:00,3
282,2023-06-03 09:20:00,2
283,2023-06-03 09:40:00,7
284,2023-06-03 10:00:00,5
285,2023-06-03 10:20:00,13
286,2023-06-03 10:30:00,4
287,2023-06-03 10:40:00,13
288,2023-06-03 10:50:00,7
289,2023-06-03 11:00:00,68
290,2023-06-03 11:10:00,51
291,2023-06-03 11:20:00,3
292,2023-06-03 11:30:00,25
293,2023-06-03 11:50:00,44
294,2023-06-03 12:00:00,81
295,2023-06-03 12:10:00,103
296,2023-06-03 12:20:00,37
297,2023-06-03 12:40:00,62
